TE	tissue	strainTE	effect	strainBreakpoint	epigeneticEffect	histone.x	spread	average	frequency	problem	threshold	histone
3R_13230835_13230835_Tirant	gut	SLA-001	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_13230835_13230835_Tirant	gut	SLA-001	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_13230835_13230835_Tirant	head	SLA-001	depletion	AKA-017	1	H3K27ac	2	-21.491	1	N	threshold=1	H3K27ac
3R_13230835_13230835_Tirant	head	SLA-001	depletion	MUN-016	1	H3K27ac	1	-19.83	1	N	threshold=1	H3K27ac
3R_13230835_13230835_Tirant	head	SLA-001	depletion	TOM-007	1	H3K27ac	1	-11.425	1	N	threshold=1	H3K27ac
3R_13230835_13230835_Tirant	head	SLA-001	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_13230835_13230835_Tirant	head	SLA-001	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_13230835_13230835_Tirant	head	SLA-001	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_13230835_13230835_Tirant	ovary	SLA-001	increment	AKA-017	1	H3K9me3	3	38.513	1	N	threshold=1	H3K9me3
3R_13230835_13230835_Tirant	ovary	SLA-001	increment	MUN-016	1	H3K9me3	2	51.17	1	N	threshold=1	H3K9me3
3R_13230835_13230835_Tirant	ovary	SLA-001	increment	TOM-007	1	H3K9me3	1	22.46	1	N	threshold=1	H3K9me3
3R_13230835_13230835_Tirant	ovary	SLA-001	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_13230835_13230835_Tirant	ovary	SLA-001	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_13230835_13230835_Tirant	ovary	SLA-001	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_13230835_13230835_Tirant	ovary	SLA-001	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_13348905_13348905_roo	gut	JUT-011	increment	AKA-017	1	H3K9me3	4	83.115	1	N	consistent	H3K9me3
3R_13348905_13348905_roo	gut	JUT-011	increment	MUN-016	1	H3K9me3	8	92.043	1	N	consistent	H3K9me3
3R_13348905_13348905_roo	gut	JUT-011	increment	SLA-001	1	H3K9me3	4	89.865	1	N	consistent	H3K9me3
3R_13348905_13348905_roo	gut	JUT-011	increment	TOM-007	1	H3K9me3	5	76.38	1	N	consistent	H3K9me3
3R_13348905_13348905_roo	gut	JUT-011	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_13348905_13348905_roo	gut	JUT-011	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_13348905_13348905_roo	gut	JUT-011	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_13348905_13348905_roo	head	JUT-011	increment	MUN-016	1	H3K27ac	1	35.668	1	N	threshold=1	bivalent
3R_13348905_13348905_roo	head	JUT-011	increment	SLA-001	1	H3K27ac	1	42.706	1	N	threshold=1	bivalent
3R_13348905_13348905_roo	head	JUT-011	increment	TOM-007	1	H3K27ac	1	11.713	1	N	threshold=1	bivalent
3R_13348905_13348905_roo	head	JUT-011	increment	AKA-017	1	H3K9me3	1	18.211	1	N	consistent	bivalent
3R_13348905_13348905_roo	head	JUT-011	increment	MUN-016	1	H3K9me3	1	71.207	1	N	consistent	bivalent
3R_13348905_13348905_roo	head	JUT-011	increment	SLA-001	1	H3K9me3	1	54.508	1	N	consistent	bivalent
3R_13348905_13348905_roo	head	JUT-011	increment	TOM-007	1	H3K9me3	1	19.409	1	N	consistent	bivalent
3R_13348905_13348905_roo	ovary	JUT-011	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_13348905_13348905_roo	ovary	JUT-011	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_13348905_13348905_roo	ovary	JUT-011	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_13360258_13360344_jockey	gut	TOM-007	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_13360258_13360344_jockey	gut	TOM-007	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_13360258_13360344_jockey	gut	TOM-007	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_13360258_13360344_jockey	gut	TOM-007	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_13360258_13360344_jockey	gut	TOM-007	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_13360258_13360344_jockey	gut	TOM-007	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_13360258_13360344_jockey	head	TOM-007	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_13360258_13360344_jockey	head	TOM-007	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_13360258_13360344_jockey	head	TOM-007	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_13360258_13360344_jockey	head	TOM-007	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_13360258_13360344_jockey	head	TOM-007	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_13360258_13360344_jockey	head	TOM-007	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_13360258_13360344_jockey	head	TOM-007	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_13360258_13360344_jockey	ovary	TOM-007	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_13360258_13360344_jockey	ovary	TOM-007	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_13360258_13360344_jockey	ovary	TOM-007	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_13360258_13360344_jockey	ovary	TOM-007	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_13360258_13360344_jockey	ovary	TOM-007	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_13360258_13360344_jockey	ovary	TOM-007	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_13360258_13360344_jockey	ovary	TOM-007	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_13423318_13423334_297	gut	MUN-016	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_13423318_13423334_297	gut	MUN-016	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_13423318_13423334_297	gut	MUN-016	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_13423318_13423334_297	ovary	MUN-016	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_13423318_13423334_297	ovary	MUN-016	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_13423318_13423334_297	ovary	MUN-016	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_13477758_13477758_Idefix	gut	AKA-017	increment	JUT-011	1	H3K27ac	1	74.173	1	N	consistent	bivalent
3R_13477758_13477758_Idefix	gut	AKA-017	increment	MUN-016	1	H3K27ac	6	77.807	1	N	consistent	bivalent
3R_13477758_13477758_Idefix	gut	AKA-017	increment	SLA-001	1	H3K27ac	1	62.862	1	N	consistent	bivalent
3R_13477758_13477758_Idefix	gut	AKA-017	increment	TOM-007	1	H3K27ac	9	58.399	1	N	consistent	bivalent
3R_13477758_13477758_Idefix	gut	AKA-017	increment	JUT-011	1	H3K9me3	2	53.575	1	N	consistent	bivalent
3R_13477758_13477758_Idefix	gut	AKA-017	increment	MUN-016	1	H3K9me3	6	78.903	1	N	consistent	bivalent
3R_13477758_13477758_Idefix	gut	AKA-017	increment	SLA-001	1	H3K9me3	2	51.155	1	N	consistent	bivalent
3R_13477758_13477758_Idefix	gut	AKA-017	increment	TOM-007	1	H3K9me3	2	56.741	1	N	consistent	bivalent
3R_13477758_13477758_Idefix	head	AKA-017	depletion	MUN-016	1	H3K27ac	1	-19.23	1	N	threshold=1	H3K27ac
3R_13477758_13477758_Idefix	head	AKA-017	depletion	SLA-001	1	H3K27ac	1	-17.979	1	N	threshold=1	H3K27ac
3R_13477758_13477758_Idefix	head	AKA-017	depletion	TOM-007	1	H3K27ac	1	-8.847	1	N	threshold=1	H3K27ac
3R_13477758_13477758_Idefix	ovary	AKA-017	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_13477758_13477758_Idefix	ovary	AKA-017	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_13477758_13477758_Idefix	ovary	AKA-017	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_13482745_13482745_F-element	gut	TOM-007	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_13482745_13482745_F-element	gut	TOM-007	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_13482745_13482745_F-element	gut	TOM-007	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_13482745_13482745_F-element	gut	TOM-007	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_13482745_13482745_F-element	gut	TOM-007	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_13482745_13482745_F-element	gut	TOM-007	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_13482745_13482745_F-element	head	TOM-007	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_13482745_13482745_F-element	head	TOM-007	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_13482745_13482745_F-element	head	TOM-007	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_13482745_13482745_F-element	head	TOM-007	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_13482745_13482745_F-element	head	TOM-007	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_13482745_13482745_F-element	head	TOM-007	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_13482745_13482745_F-element	head	TOM-007	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_13482745_13482745_F-element	head	TOM-007	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_13482745_13482745_F-element	ovary	TOM-007	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_13482745_13482745_F-element	ovary	TOM-007	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_13482745_13482745_F-element	ovary	TOM-007	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_13491297_13491297_F-element	gut	AKA-017	increment	JUT-011	1	H3K27ac	2	36.558	1	N	consistent	bivalent
3R_13491297_13491297_F-element	gut	AKA-017	increment	MUN-016	1	H3K27ac	1	24.67	1	N	consistent	bivalent
3R_13491297_13491297_F-element	gut	AKA-017	increment	SLA-001	1	H3K27ac	1	27.219	1	N	consistent	bivalent
3R_13491297_13491297_F-element	gut	AKA-017	increment	TOM-007	1	H3K27ac	7	34.724	1	N	consistent	bivalent
3R_13491297_13491297_F-element	gut	AKA-017	increment	JUT-011	1	H3K9me3	2	32.839	1	N	threshold=1	bivalent
3R_13491297_13491297_F-element	gut	AKA-017	increment	SLA-001	1	H3K9me3	1	20.874	1	N	threshold=1	bivalent
3R_13491297_13491297_F-element	gut	AKA-017	increment	TOM-007	1	H3K9me3	1	23.507	1	N	threshold=1	bivalent
3R_13491297_13491297_F-element	head	AKA-017	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_13491297_13491297_F-element	head	AKA-017	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_13491297_13491297_F-element	head	AKA-017	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_13491297_13491297_F-element	head	AKA-017	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_13498446_13498446_mdg1	gut	AKA-017	increment	JUT-011	1	H3K27ac	3	55.511	1	N	consistent	bivalent
3R_13498446_13498446_mdg1	gut	AKA-017	increment	MUN-016	1	H3K27ac	3	99.965	1	N	consistent	bivalent
3R_13498446_13498446_mdg1	gut	AKA-017	increment	SLA-001	1	H3K27ac	1	57.229	1	N	consistent	bivalent
3R_13498446_13498446_mdg1	gut	AKA-017	increment	TOM-007	1	H3K27ac	20	66.764	1	N	consistent	bivalent
3R_13498446_13498446_mdg1	gut	AKA-017	increment	JUT-011	1	H3K9me3	3	29.411	1	N	consistent	bivalent
3R_13498446_13498446_mdg1	gut	AKA-017	increment	MUN-016	1	H3K9me3	3	57.928	1	N	consistent	bivalent
3R_13498446_13498446_mdg1	gut	AKA-017	increment	SLA-001	1	H3K9me3	5	43.077	1	N	consistent	bivalent
3R_13498446_13498446_mdg1	gut	AKA-017	increment	TOM-007	1	H3K9me3	3	29.305	1	N	consistent	bivalent
3R_13498446_13498446_mdg1	head	AKA-017	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_13498446_13498446_mdg1	head	AKA-017	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_13498446_13498446_mdg1	head	AKA-017	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_13498446_13498446_mdg1	ovary	AKA-017	increment	JUT-011	1	H3K9me3	3	91.826	1	N	consistent	H3K9me3
3R_13498446_13498446_mdg1	ovary	AKA-017	increment	MUN-016	1	H3K9me3	4	220.946	1	N	consistent	H3K9me3
3R_13498446_13498446_mdg1	ovary	AKA-017	increment	SLA-001	1	H3K9me3	4	111.826	1	N	consistent	H3K9me3
3R_13498446_13498446_mdg1	ovary	AKA-017	increment	TOM-007	1	H3K9me3	4	115.197	1	N	consistent	H3K9me3
3R_13538961_13538964_roo	head	MUN-016	noEnrichment	AKA-017	0	H3K27ac	0	0	2	N	consistent_noEnrichment	H3K27ac
3R_13538961_13538964_roo	head	MUN-016	noEnrichment	JUT-011	0	H3K27ac	0	0	2	N	consistent_noEnrichment	H3K27ac
3R_13538961_13538964_roo	head	MUN-016	noEnrichment	SLA-001	0	H3K27ac	0	0	2	N	consistent_noEnrichment	H3K27ac
3R_13538961_13538964_roo	head	MUN-016	noEnrichment	AKA-017	0	H3K9me3	0	0	2	N	consistent_noEnrichment	H3K9me3
3R_13538961_13538964_roo	head	MUN-016	noEnrichment	JUT-011	0	H3K9me3	0	0	2	N	consistent_noEnrichment	H3K9me3
3R_13538961_13538964_roo	head	MUN-016	noEnrichment	SLA-001	0	H3K9me3	0	0	2	N	consistent_noEnrichment	H3K9me3
3R_13538961_13538964_roo	head	TOM-007	noEnrichment	AKA-017	0	H3K27ac	0	0	2	N	consistent_noEnrichment	H3K27ac
3R_13538961_13538964_roo	head	TOM-007	noEnrichment	JUT-011	0	H3K27ac	0	0	2	N	consistent_noEnrichment	H3K27ac
3R_13538961_13538964_roo	head	TOM-007	noEnrichment	SLA-001	0	H3K27ac	0	0	2	N	consistent_noEnrichment	H3K27ac
3R_13538961_13538964_roo	head	TOM-007	noEnrichment	AKA-017	0	H3K9me3	0	0	2	N	consistent_noEnrichment	H3K9me3
3R_13538961_13538964_roo	head	TOM-007	noEnrichment	JUT-011	0	H3K9me3	0	0	2	N	consistent_noEnrichment	H3K9me3
3R_13538961_13538964_roo	head	TOM-007	noEnrichment	SLA-001	0	H3K9me3	0	0	2	N	consistent_noEnrichment	H3K9me3
3R_13538961_13538964_roo	ovary	MUN-016	depletion	AKA-017	1	H3K27ac	3	-25.47	2	N	threshold=1	H3K27ac
3R_13538961_13538964_roo	ovary	MUN-016	depletion	JUT-011	1	H3K27ac	9	-21.658	2	N	threshold=1	H3K27ac
3R_13538961_13538964_roo	ovary	MUN-016	depletion	SLA-001	1	H3K27ac	20	-22.778	2	N	threshold=1	H3K27ac
3R_13538961_13538964_roo	ovary	MUN-016	noEnrichment	AKA-017	0	H3K9me3	0	0	2	N	consistent_noEnrichment	H3K9me3
3R_13538961_13538964_roo	ovary	MUN-016	noEnrichment	JUT-011	0	H3K9me3	0	0	2	N	consistent_noEnrichment	H3K9me3
3R_13538961_13538964_roo	ovary	MUN-016	noEnrichment	SLA-001	0	H3K9me3	0	0	2	N	consistent_noEnrichment	H3K9me3
3R_13538961_13538964_roo	ovary	TOM-007	depletion	JUT-011	1	H3K27ac	1	-4.977	2	N	threshold=1	H3K27ac
3R_13538961_13538964_roo	ovary	TOM-007	depletion	SLA-001	1	H3K27ac	5	-6.336	2	N	threshold=1	H3K27ac
3R_13538961_13538964_roo	ovary	TOM-007	noEnrichment	AKA-017	0	H3K9me3	0	0	2	N	consistent_noEnrichment	H3K9me3
3R_13538961_13538964_roo	ovary	TOM-007	noEnrichment	JUT-011	0	H3K9me3	0	0	2	N	consistent_noEnrichment	H3K9me3
3R_13538961_13538964_roo	ovary	TOM-007	noEnrichment	SLA-001	0	H3K9me3	0	0	2	N	consistent_noEnrichment	H3K9me3
3R_13582531_13582531_Gypsy-2_Dsim	gut	JUT-011	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_13582531_13582531_Gypsy-2_Dsim	gut	JUT-011	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_13582531_13582531_Gypsy-2_Dsim	gut	JUT-011	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_13582531_13582531_Gypsy-2_Dsim	head	JUT-011	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_13582531_13582531_Gypsy-2_Dsim	head	JUT-011	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_13582531_13582531_Gypsy-2_Dsim	head	JUT-011	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_13582531_13582531_Gypsy-2_Dsim	head	JUT-011	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_13582531_13582531_Gypsy-2_Dsim	head	JUT-011	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_13582531_13582531_Gypsy-2_Dsim	head	JUT-011	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_13586184_13586184_3S18	gut	SLA-001	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_13586184_13586184_3S18	gut	SLA-001	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_13586184_13586184_3S18	gut	SLA-001	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_13586184_13586184_3S18	gut	SLA-001	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_13586184_13586184_3S18	head	SLA-001	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_13586184_13586184_3S18	head	SLA-001	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_13586184_13586184_3S18	head	SLA-001	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_13586184_13586184_3S18	head	SLA-001	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_13586184_13586184_3S18	head	SLA-001	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_13586184_13586184_3S18	head	SLA-001	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_13586184_13586184_3S18	head	SLA-001	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_13586184_13586184_3S18	head	SLA-001	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_13586184_13586184_3S18	ovary	SLA-001	increment	JUT-011	1	H3K27ac	1	18.436	1	N	threshold=1	H3K27ac
3R_13586184_13586184_3S18	ovary	SLA-001	increment	MUN-016	1	H3K27ac	1	30.702	1	N	threshold=1	H3K27ac
3R_13586184_13586184_3S18	ovary	SLA-001	increment	TOM-007	1	H3K27ac	1	30.251	1	N	threshold=1	H3K27ac
3R_13586184_13586184_3S18	ovary	SLA-001	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_13586184_13586184_3S18	ovary	SLA-001	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_13586184_13586184_3S18	ovary	SLA-001	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_13586184_13586184_3S18	ovary	SLA-001	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_13684176_13684180_P-element	gut	AKA-017	noEnrichment	JUT-011	0	H3K27ac	0	0	2	N	consistent_noEnrichment	H3K27ac
3R_13684176_13684180_P-element	gut	AKA-017	noEnrichment	SLA-001	0	H3K27ac	0	0	2	N	consistent_noEnrichment	H3K27ac
3R_13684176_13684180_P-element	gut	AKA-017	noEnrichment	TOM-007	0	H3K27ac	0	0	2	N	consistent_noEnrichment	H3K27ac
3R_13684176_13684180_P-element	gut	MUN-016	noEnrichment	JUT-011	0	H3K27ac	0	0	2	N	consistent_noEnrichment	H3K27ac
3R_13684176_13684180_P-element	gut	MUN-016	noEnrichment	SLA-001	0	H3K27ac	0	0	2	N	consistent_noEnrichment	H3K27ac
3R_13684176_13684180_P-element	gut	MUN-016	noEnrichment	TOM-007	0	H3K27ac	0	0	2	N	consistent_noEnrichment	H3K27ac
3R_13684176_13684180_P-element	ovary	AKA-017	noEnrichment	JUT-011	0	H3K27ac	0	0	2	N	consistent_noEnrichment	H3K27ac
3R_13684176_13684180_P-element	ovary	AKA-017	noEnrichment	SLA-001	0	H3K27ac	0	0	2	N	consistent_noEnrichment	H3K27ac
3R_13684176_13684180_P-element	ovary	AKA-017	noEnrichment	TOM-007	0	H3K27ac	0	0	2	N	consistent_noEnrichment	H3K27ac
3R_13684176_13684180_P-element	ovary	AKA-017	noEnrichment	JUT-011	0	H3K9me3	0	0	2	N	threshold=1_noEnrichment	H3K9me3
3R_13684176_13684180_P-element	ovary	AKA-017	noEnrichment	TOM-007	0	H3K9me3	0	0	2	N	threshold=1_noEnrichment	H3K9me3
3R_13684176_13684180_P-element	ovary	MUN-016	noEnrichment	JUT-011	0	H3K27ac	0	0	2	N	consistent_noEnrichment	H3K27ac
3R_13684176_13684180_P-element	ovary	MUN-016	noEnrichment	SLA-001	0	H3K27ac	0	0	2	N	consistent_noEnrichment	H3K27ac
3R_13684176_13684180_P-element	ovary	MUN-016	noEnrichment	TOM-007	0	H3K27ac	0	0	2	N	consistent_noEnrichment	H3K27ac
3R_13684176_13684180_P-element	ovary	MUN-016	noEnrichment	JUT-011	0	H3K9me3	0	0	2	N	threshold=1_noEnrichment	H3K9me3
3R_13684176_13684180_P-element	ovary	MUN-016	noEnrichment	SLA-001	0	H3K9me3	0	0	2	N	threshold=1_noEnrichment	H3K9me3
3R_13684176_13684180_P-element	ovary	MUN-016	noEnrichment	TOM-007	0	H3K9me3	0	0	2	N	threshold=1_noEnrichment	H3K9me3
3R_13721738_13721738_Transpac	gut	TOM-007	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_13721738_13721738_Transpac	gut	TOM-007	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_13721738_13721738_Transpac	gut	TOM-007	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_13721738_13721738_Transpac	gut	TOM-007	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_13721738_13721738_Transpac	gut	TOM-007	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_13721738_13721738_Transpac	gut	TOM-007	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_13721738_13721738_Transpac	head	TOM-007	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_13721738_13721738_Transpac	head	TOM-007	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_13721738_13721738_Transpac	head	TOM-007	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_13721738_13721738_Transpac	head	TOM-007	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_13721738_13721738_Transpac	ovary	TOM-007	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_13721738_13721738_Transpac	ovary	TOM-007	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_13721738_13721738_Transpac	ovary	TOM-007	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_13732253_13732350_hopper	gut	MUN-016	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
